,edad,sexo,ccaa,entorno,dependiente,sociabilidad,espacio_actividad,acompañado,grupo,mascota,horario,act1,act2,act3
1658,64,mujer,navarra,urbano,True,2,interior,True,grande,False,noche,natacion,excursiones,0
1659,71,hombre,madrid,rural,False,2,exterior,False,grande,True,mañana,petanca,juegos de mesa,club de lectura
1660,65,hombre,madrid,rural,False,2,exterior,False,pequeño,True,mañana,pickleball,gimnasia,juegos de mesa
1661,55,hombre,madrid,urbano,False,2,exterior,True,grande,True,mañana,cocina,gimnasia,natacion
1662,72,mujer,galicia,urbano,False,3,exterior,False,pequeño,False,tarde,club de lectura,club de lectura,bailes
1663,64,hombre,madrid,rural,True,3,interior,False,grande,True,tarde,club de lectura,0,natacion
1664,73,hombre,cataluña,rural,True,2,exterior,True,pareja,False,mañana,bailes,gimnasia,juegos de mesa
1665,75,hombre,extremadura,rural,True,3,exterior,False,grande,False,tarde,pilates,club de lectura,juegos de mesa
1666,61,mujer,madrid,urbano,False,2,interior,False,solo,True,tarde,natacion,excursiones,excursiones
1667,63,mujer,cataluña,urbano,False,2,exterior,True,pareja,True,mañana,bailes,gimnasia,natacion
1668,71,mujer,extremadura,rural,False,3,exterior,False,pareja,False,mañana,bailes,bailes,club de lectura
1669,67,mujer,extremadura,urbano,False,1,exterior,True,grande,True,mañana,petanca,gimnasia,natacion
1670,67,mujer,extremadura,urbano,False,3,interior,False,solo,True,noche,cocina,excursiones,gimnasia
1671,67,hombre,madrid,rural,True,2,exterior,False,mediano,False,noche,cocina,pilates,natacion
1672,68,hombre,madrid,urbano,False,3,exterior,False,pequeño,False,mañana,bailes,pilates,natacion
1673,70,hombre,madrid,rural,False,2,interior,True,solo,True,mañana,bailes,gimnasia,pilates
1674,50,hombre,madrid,urbano,True,2,exterior,True,solo,True,tarde,bailes,juegos de mesa,natacion
1675,62,mujer,pais vasco,rural,False,3,exterior,True,pareja,True,mañana,cocina,cocina,gimnasia
1676,76,mujer,cataluña,rural,True,2,exterior,False,pareja,False,tarde,natacion,gimnasia,excursiones
1677,55,mujer,extremadura,urbano,False,3,exterior,True,grande,False,mañana,pickleball,gimnasia,natacion
1678,48,hombre,aragon,urbano,False,3,exterior,False,solo,True,tarde,cocina,pilates,pilates
1679,66,hombre,galicia,rural,True,2,interior,True,pequeño,False,tarde,petanca,pilates,excursiones
1680,82,hombre,pais vasco,rural,True,1,interior,True,grande,False,tarde,pilates,pilates,juegos de mesa
1681,70,hombre,extremadura,urbano,True,3,exterior,False,solo,False,mañana,club de lectura,excursiones,natacion
1682,65,hombre,cataluña,rural,False,2,exterior,True,mediano,False,tarde,juegos de mesa,gimnasia,excursiones
1683,76,mujer,extremadura,rural,False,2,interior,False,grande,True,noche,bailes,excursiones,juegos de mesa
1684,90,hombre,pais vasco,rural,False,2,exterior,False,solo,False,tarde,excursiones,gimnasia,bailes
1685,72,hombre,madrid,rural,False,2,exterior,True,pareja,False,tarde,excursiones,excursiones,pilates
1686,70,hombre,castilla-la mancha,urbano,False,3,exterior,False,pareja,True,mañana,natacion,gimnasia,juegos de mesa
1687,68,mujer,extremadura,urbano,False,3,exterior,True,grande,False,mañana,club de lectura,excursiones,pilates
1688,69,hombre,madrid,urbano,False,3,exterior,True,pequeño,False,tarde,pilates,club de lectura,bailes
1689,69,hombre,asturias,rural,False,2,interior,False,mediano,True,mañana,petanca,cocina,juegos de mesa
1690,68,mujer,castilla-la mancha,urbano,False,2,interior,True,pequeño,True,mañana,natacion,juegos de mesa,cocina
1691,68,hombre,extremadura,urbano,False,2,exterior,False,pareja,True,tarde,natacion,pilates,0
1692,56,mujer,extremadura,urbano,True,3,interior,False,pequeño,True,tarde,bailes,petanca,natacion
1693,80,mujer,cataluña,rural,False,3,exterior,False,pequeño,False,mañana,natacion,club de lectura,natacion
1694,67,hombre,castilla-la mancha,rural,False,3,exterior,False,pareja,False,tarde,excursiones,cocina,cocina
1695,73,mujer,cataluña,rural,False,2,interior,False,mediano,True,tarde,bailes,cocina,natacion
1696,55,hombre,castilla-la mancha,urbano,False,2,interior,False,grande,False,mañana,bailes,pilates,cocina
1697,82,mujer,madrid,rural,False,2,interior,False,mediano,True,tarde,natacion,juegos de mesa,juegos de mesa
1698,60,hombre,madrid,urbano,False,3,interior,False,pareja,True,mañana,club de lectura,juegos de mesa,excursiones
1699,60,hombre,extremadura,urbano,False,2,exterior,False,pequeño,True,tarde,petanca,pilates,bailes
1700,64,mujer,extremadura,rural,True,2,exterior,False,pequeño,True,mañana,pilates,juegos de mesa,cocina
1701,57,mujer,extremadura,urbano,True,2,exterior,False,solo,True,tarde,excursiones,cocina,cocina
1702,60,hombre,extremadura,urbano,False,3,exterior,True,pareja,True,mañana,bailes,pickleball,bailes
1703,64,hombre,castilla-la mancha,rural,False,3,exterior,False,pareja,False,mañana,cocina,club de lectura,excursiones
1704,64,mujer,madrid,rural,True,1,exterior,True,grande,True,tarde,natacion,juegos de mesa,pilates
1705,75,mujer,castilla y leon,rural,False,2,exterior,True,pareja,False,tarde,petanca,excursiones,natacion
1706,62,hombre,pais vasco,urbano,False,3,interior,False,pequeño,True,mañana,petanca,club de lectura,0
1707,67,mujer,extremadura,urbano,True,3,interior,False,solo,False,tarde,petanca,excursiones,natacion
1708,59,hombre,aragon,rural,True,2,interior,True,mediano,True,tarde,cocina,excursiones,club de lectura
1709,63,hombre,madrid,urbano,False,2,exterior,False,pequeño,False,mañana,natacion,gimnasia,0
1710,74,mujer,pais vasco,rural,False,3,exterior,True,pequeño,False,noche,pilates,gimnasia,juegos de mesa
1711,64,mujer,galicia,rural,True,2,exterior,False,pequeño,False,tarde,bailes,excursiones,excursiones
1712,89,hombre,cataluña,urbano,False,2,interior,True,mediano,False,tarde,petanca,cocina,juegos de mesa
1713,86,hombre,extremadura,rural,True,2,interior,True,mediano,True,noche,natacion,petanca,juegos de mesa
1714,51,hombre,valencia,rural,False,1,exterior,False,pequeño,False,noche,excursiones,excursiones,gimnasia
1715,65,mujer,madrid,urbano,False,1,exterior,True,solo,False,tarde,excursiones,juegos de mesa,natacion
1716,57,hombre,galicia,rural,False,1,interior,True,grande,True,mañana,cocina,club de lectura,0
1717,81,hombre,castilla y leon,rural,False,3,interior,False,pareja,False,noche,club de lectura,pickleball,excursiones
1718,70,hombre,castilla-la mancha,rural,True,1,interior,False,grande,True,mañana,petanca,club de lectura,0
1719,69,mujer,madrid,urbano,False,1,interior,True,grande,True,mañana,pickleball,excursiones,cocina
1720,64,mujer,madrid,rural,False,3,exterior,True,pareja,True,tarde,bailes,bailes,natacion
1721,65,mujer,pais vasco,urbano,True,3,exterior,False,pareja,True,tarde,natacion,pickleball,cocina
1722,68,mujer,cataluña,rural,True,1,interior,True,solo,False,tarde,petanca,excursiones,0
1723,69,hombre,castilla-la mancha,urbano,True,2,interior,True,grande,False,mañana,bailes,natacion,juegos de mesa
1724,74,mujer,extremadura,rural,False,2,exterior,False,pequeño,True,mañana,natacion,pilates,excursiones
1725,66,hombre,madrid,urbano,False,2,exterior,False,pequeño,False,tarde,bailes,gimnasia,excursiones
1726,58,mujer,castilla-la mancha,rural,True,2,exterior,True,solo,True,tarde,gimnasia,cocina,gimnasia
1727,85,mujer,extremadura,rural,False,1,interior,True,mediano,True,mañana,cocina,gimnasia,gimnasia
1728,57,hombre,extremadura,urbano,False,3,interior,False,pequeño,True,mañana,excursiones,excursiones,natacion
1729,76,mujer,andalucia,urbano,False,3,interior,True,solo,False,tarde,pilates,pilates,0
1730,63,hombre,pais vasco,urbano,False,3,exterior,False,mediano,True,tarde,cocina,gimnasia,excursiones
1731,58,mujer,castilla-la mancha,urbano,False,2,interior,True,pareja,True,tarde,bailes,excursiones,bailes
1732,72,hombre,madrid,rural,False,3,exterior,True,grande,True,noche,juegos de mesa,club de lectura,cocina
1733,64,mujer,madrid,urbano,True,2,interior,False,pequeño,True,mañana,cocina,excursiones,juegos de mesa
1734,53,mujer,castilla-la mancha,urbano,False,2,exterior,True,pareja,True,mañana,bailes,gimnasia,juegos de mesa
1735,72,hombre,cataluña,urbano,False,3,exterior,False,mediano,True,tarde,club de lectura,excursiones,juegos de mesa
1736,71,mujer,valencia,urbano,False,2,exterior,False,pequeño,False,tarde,gimnasia,petanca,juegos de mesa
1737,67,hombre,castilla y leon,urbano,False,3,interior,False,pequeño,True,tarde,pilates,pilates,cocina
1738,70,hombre,castilla-la mancha,urbano,False,3,exterior,True,grande,True,mañana,petanca,pilates,natacion
1739,54,mujer,castilla y leon,rural,False,2,exterior,False,solo,True,noche,cocina,excursiones,excursiones
1740,71,mujer,galicia,rural,True,2,interior,False,grande,True,tarde,bailes,club de lectura,bailes
1741,82,hombre,extremadura,rural,True,3,interior,False,grande,True,mañana,cocina,juegos de mesa,natacion
1742,64,mujer,castilla-la mancha,rural,False,2,exterior,True,solo,True,mañana,petanca,pilates,bailes
1743,82,mujer,andalucia,rural,False,2,exterior,False,grande,False,mañana,pickleball,juegos de mesa,gimnasia
1744,64,hombre,castilla-la mancha,urbano,False,2,exterior,True,grande,True,noche,cocina,excursiones,0
1745,62,hombre,aragon,urbano,False,3,interior,True,grande,False,tarde,petanca,club de lectura,excursiones
1746,59,hombre,cataluña,rural,True,1,exterior,True,pareja,True,tarde,bailes,cocina,0
1747,62,hombre,madrid,urbano,False,3,interior,False,grande,False,mañana,bailes,juegos de mesa,excursiones
1748,57,hombre,aragon,rural,False,2,exterior,False,grande,True,noche,cocina,gimnasia,club de lectura
1749,64,mujer,pais vasco,rural,False,2,exterior,True,mediano,True,mañana,bailes,juegos de mesa,0
1750,63,hombre,andalucia,rural,False,1,exterior,False,grande,True,mañana,club de lectura,club de lectura,juegos de mesa
1751,61,mujer,castilla-la mancha,rural,True,2,exterior,False,grande,False,tarde,excursiones,club de lectura,excursiones
1752,74,mujer,madrid,urbano,True,1,interior,True,grande,False,noche,bailes,gimnasia,excursiones
1753,72,mujer,cataluña,rural,False,1,interior,False,pequeño,False,tarde,bailes,juegos de mesa,natacion
1754,83,hombre,galicia,urbano,False,1,exterior,False,solo,False,mañana,pilates,pilates,juegos de mesa
1755,70,mujer,cataluña,rural,False,3,exterior,True,solo,False,noche,bailes,pickleball,natacion
1756,70,mujer,galicia,rural,False,2,interior,True,solo,False,tarde,petanca,pilates,club de lectura
1757,69,hombre,aragon,rural,False,3,exterior,False,pequeño,False,tarde,excursiones,cocina,bailes
1758,73,mujer,castilla-la mancha,rural,False,3,exterior,False,pequeño,False,tarde,bailes,0,0
1759,63,mujer,castilla-la mancha,urbano,False,2,exterior,True,pequeño,False,noche,natacion,excursiones,natacion
1760,60,hombre,castilla-la mancha,rural,False,3,interior,True,solo,True,mañana,pickleball,club de lectura,natacion
1761,59,mujer,castilla-la mancha,urbano,True,2,interior,False,solo,True,tarde,cocina,gimnasia,natacion
1762,71,mujer,castilla-la mancha,urbano,False,1,interior,False,solo,False,noche,gimnasia,excursiones,cocina
1763,77,hombre,castilla y leon,rural,False,2,interior,True,grande,False,tarde,excursiones,gimnasia,excursiones
1764,74,mujer,extremadura,rural,True,3,interior,False,pequeño,True,tarde,club de lectura,juegos de mesa,excursiones
1765,76,hombre,castilla-la mancha,rural,False,2,exterior,True,pequeño,False,mañana,petanca,gimnasia,excursiones
1766,79,hombre,extremadura,rural,False,1,exterior,True,grande,False,mañana,natacion,pickleball,bailes
1767,77,hombre,pais vasco,rural,False,3,exterior,False,grande,False,mañana,excursiones,club de lectura,pilates
1768,58,mujer,madrid,urbano,False,2,exterior,True,pareja,True,tarde,pilates,pilates,bailes
1769,73,hombre,andalucia,urbano,False,1,interior,False,pequeño,False,noche,bailes,juegos de mesa,natacion
1770,50,hombre,aragon,rural,True,3,interior,False,pareja,True,tarde,natacion,club de lectura,pickleball
1771,85,hombre,extremadura,rural,False,1,interior,True,pareja,False,tarde,cocina,club de lectura,natacion
1772,74,hombre,cataluña,urbano,False,1,interior,True,pareja,False,mañana,club de lectura,gimnasia,natacion
1773,64,mujer,castilla-la mancha,urbano,False,2,exterior,False,pareja,True,mañana,juegos de mesa,excursiones,excursiones
1774,61,hombre,cataluña,rural,False,2,interior,False,grande,True,tarde,pilates,excursiones,pilates
1775,58,mujer,madrid,rural,True,1,interior,False,solo,True,tarde,cocina,cocina,pilates
1776,57,hombre,navarra,rural,False,2,exterior,False,grande,True,mañana,pickleball,pickleball,excursiones
1777,82,mujer,extremadura,rural,False,2,interior,False,pequeño,False,tarde,bailes,excursiones,pilates
1778,66,hombre,cataluña,urbano,False,1,interior,False,pequeño,True,tarde,bailes,gimnasia,cocina
1779,55,mujer,navarra,rural,False,2,interior,False,solo,False,tarde,cocina,club de lectura,natacion
1780,81,mujer,extremadura,urbano,False,2,exterior,False,grande,True,tarde,petanca,juegos de mesa,juegos de mesa
1781,55,hombre,castilla-la mancha,urbano,True,2,interior,False,grande,True,mañana,bailes,excursiones,cocina
1782,65,mujer,andalucia,rural,False,2,exterior,True,solo,True,noche,juegos de mesa,excursiones,0
1783,66,hombre,valencia,rural,False,3,exterior,False,solo,True,noche,cocina,excursiones,natacion
1784,71,mujer,cataluña,urbano,False,2,exterior,False,grande,False,tarde,club de lectura,juegos de mesa,natacion
1785,68,mujer,andalucia,urbano,True,2,exterior,False,grande,True,mañana,excursiones,cocina,bailes
1786,74,hombre,extremadura,urbano,False,3,interior,True,mediano,False,mañana,cocina,juegos de mesa,excursiones
1787,61,hombre,madrid,rural,False,3,exterior,False,grande,True,mañana,cocina,gimnasia,juegos de mesa
1788,88,mujer,galicia,urbano,False,1,exterior,True,grande,True,mañana,gimnasia,juegos de mesa,natacion
1789,66,hombre,madrid,urbano,False,2,exterior,True,mediano,False,mañana,petanca,pickleball,juegos de mesa
1790,64,hombre,cataluña,rural,True,2,exterior,True,solo,True,tarde,natacion,gimnasia,excursiones
1791,67,mujer,castilla-la mancha,rural,False,1,exterior,True,pequeño,False,tarde,bailes,pilates,natacion
1792,73,mujer,andalucia,rural,False,3,exterior,False,pareja,False,mañana,excursiones,excursiones,juegos de mesa
1793,73,mujer,extremadura,rural,False,3,exterior,False,solo,False,mañana,club de lectura,excursiones,bailes
1794,85,mujer,andalucia,rural,False,1,exterior,True,grande,True,mañana,natacion,gimnasia,excursiones
1795,53,hombre,castilla-la mancha,rural,False,2,interior,False,solo,True,mañana,cocina,gimnasia,excursiones
1796,62,mujer,madrid,urbano,False,2,exterior,False,grande,False,mañana,petanca,bailes,natacion
1797,71,mujer,madrid,rural,False,3,exterior,False,solo,False,mañana,pickleball,club de lectura,0
1798,70,mujer,aragon,rural,False,2,exterior,False,pareja,True,tarde,pilates,gimnasia,gimnasia
1799,72,mujer,castilla-la mancha,urbano,False,2,exterior,True,solo,False,tarde,natacion,excursiones,0
1800,65,hombre,pais vasco,rural,True,2,interior,False,solo,False,mañana,natacion,pilates,juegos de mesa
1801,71,hombre,navarra,urbano,False,3,exterior,False,pequeño,False,mañana,pickleball,juegos de mesa,cocina
1802,65,hombre,andalucia,urbano,False,2,interior,True,solo,True,tarde,natacion,natacion,cocina
1803,79,hombre,castilla y leon,rural,False,2,interior,False,grande,False,mañana,club de lectura,excursiones,natacion
1804,62,mujer,castilla-la mancha,urbano,False,2,exterior,False,solo,True,mañana,cocina,gimnasia,0
1805,67,hombre,madrid,urbano,False,3,exterior,True,pareja,True,tarde,natacion,pilates,pilates
1806,56,hombre,madrid,urbano,False,1,interior,False,pequeño,True,tarde,petanca,juegos de mesa,0
1807,65,hombre,castilla-la mancha,urbano,False,1,exterior,False,pequeño,True,mañana,petanca,0,juegos de mesa
1808,65,mujer,madrid,urbano,False,3,interior,True,pareja,True,mañana,excursiones,club de lectura,natacion
1809,77,hombre,extremadura,urbano,False,1,interior,True,pareja,False,tarde,excursiones,club de lectura,juegos de mesa
1810,68,mujer,asturias,rural,False,2,interior,False,pareja,True,tarde,bailes,excursiones,gimnasia
1811,67,hombre,madrid,urbano,False,3,interior,False,pequeño,True,mañana,excursiones,bailes,juegos de mesa
1812,59,mujer,castilla y leon,urbano,False,3,interior,True,grande,False,tarde,cocina,cocina,pilates
1813,68,mujer,pais vasco,rural,False,2,interior,True,mediano,False,tarde,pilates,gimnasia,natacion
1814,67,hombre,extremadura,rural,True,1,interior,True,grande,True,mañana,bailes,cocina,0
1815,72,mujer,galicia,rural,True,1,interior,True,grande,True,tarde,natacion,excursiones,natacion
1816,62,mujer,madrid,urbano,False,2,interior,False,grande,True,tarde,club de lectura,juegos de mesa,bailes
1817,61,mujer,castilla-la mancha,rural,True,2,exterior,True,pequeño,True,tarde,natacion,gimnasia,gimnasia
1818,55,hombre,navarra,rural,True,3,exterior,False,pequeño,False,mañana,pilates,juegos de mesa,club de lectura
1819,79,mujer,castilla-la mancha,urbano,False,3,exterior,False,mediano,False,mañana,pilates,petanca,juegos de mesa
1820,69,hombre,extremadura,rural,False,2,interior,False,pequeño,True,noche,pilates,club de lectura,gimnasia
1821,70,mujer,cataluña,urbano,False,2,exterior,True,pequeño,False,tarde,excursiones,cocina,cocina
1822,65,hombre,andalucia,rural,True,2,exterior,False,pequeño,True,tarde,petanca,excursiones,cocina
1823,62,hombre,madrid,rural,False,2,interior,False,pequeño,True,tarde,bailes,pilates,excursiones
1824,61,hombre,madrid,urbano,False,2,exterior,True,grande,False,mañana,cocina,juegos de mesa,juegos de mesa
1825,63,mujer,castilla-la mancha,rural,False,3,exterior,False,pequeño,False,tarde,petanca,gimnasia,cocina
1826,70,hombre,galicia,urbano,False,2,exterior,True,grande,True,mañana,club de lectura,gimnasia,juegos de mesa
1827,67,mujer,madrid,rural,False,2,interior,False,pequeño,True,mañana,natacion,gimnasia,bailes
1828,65,hombre,aragon,urbano,False,3,exterior,True,grande,True,mañana,bailes,gimnasia,0
1829,71,hombre,pais vasco,rural,False,3,exterior,True,grande,False,tarde,natacion,juegos de mesa,bailes
1830,65,hombre,castilla-la mancha,rural,False,2,exterior,True,grande,True,mañana,bailes,pilates,natacion
1831,70,hombre,andalucia,rural,True,1,exterior,False,pequeño,False,tarde,excursiones,excursiones,club de lectura
1832,73,hombre,castilla-la mancha,rural,False,2,exterior,True,pequeño,False,tarde,club de lectura,club de lectura,gimnasia
1833,69,mujer,valencia,rural,True,3,interior,False,pareja,False,tarde,bailes,club de lectura,juegos de mesa
1834,70,mujer,andalucia,rural,False,1,exterior,False,solo,True,tarde,cocina,gimnasia,0
1835,62,hombre,andalucia,rural,False,1,exterior,True,pequeño,False,mañana,bailes,pilates,cocina
1836,84,hombre,cataluña,urbano,False,1,exterior,False,pareja,True,tarde,natacion,gimnasia,pilates
1837,63,hombre,extremadura,rural,False,2,interior,True,pareja,True,mañana,cocina,excursiones,bailes
1838,77,mujer,pais vasco,rural,False,2,exterior,True,pequeño,True,mañana,excursiones,cocina,cocina
1839,68,mujer,cataluña,urbano,False,3,exterior,False,solo,False,tarde,natacion,pilates,juegos de mesa
1840,65,mujer,andalucia,urbano,True,3,exterior,False,pequeño,False,tarde,petanca,juegos de mesa,bailes
1841,65,mujer,aragon,rural,False,2,exterior,False,pareja,False,noche,petanca,bailes,bailes
1842,75,hombre,castilla-la mancha,rural,False,2,interior,False,pareja,True,mañana,pilates,cocina,0
1843,63,mujer,cataluña,rural,False,2,exterior,False,pequeño,True,tarde,pickleball,pilates,club de lectura
1844,75,mujer,castilla-la mancha,rural,False,3,interior,True,solo,False,mañana,pilates,pilates,club de lectura
1845,54,mujer,castilla-la mancha,urbano,False,3,exterior,True,pequeño,False,noche,pilates,juegos de mesa,excursiones
1846,62,mujer,andalucia,urbano,False,2,interior,False,grande,True,tarde,bailes,gimnasia,excursiones
1847,74,mujer,aragon,urbano,False,3,exterior,False,solo,False,tarde,natacion,juegos de mesa,bailes
1848,58,mujer,extremadura,urbano,False,1,exterior,True,grande,True,tarde,petanca,excursiones,excursiones
1849,66,mujer,castilla y leon,urbano,True,1,interior,False,pequeño,True,tarde,pilates,cocina,natacion
1850,52,mujer,extremadura,rural,False,1,interior,False,solo,True,mañana,petanca,pilates,excursiones
1851,53,hombre,cataluña,urbano,False,3,interior,True,pareja,True,tarde,natacion,pilates,pilates
1852,66,mujer,madrid,urbano,True,1,interior,True,grande,False,noche,petanca,club de lectura,excursiones
1853,60,mujer,extremadura,rural,False,2,interior,False,grande,False,tarde,bailes,excursiones,cocina
1854,50,mujer,castilla-la mancha,urbano,False,3,exterior,False,solo,True,mañana,excursiones,gimnasia,cocina
1855,53,mujer,galicia,rural,False,1,exterior,False,pequeño,False,tarde,natacion,club de lectura,natacion
1856,61,hombre,madrid,rural,True,2,exterior,False,pequeño,True,tarde,natacion,petanca,natacion
1857,72,hombre,madrid,urbano,True,1,exterior,True,pequeño,True,tarde,natacion,gimnasia,pilates
1858,58,mujer,castilla-la mancha,urbano,False,3,interior,False,solo,True,tarde,cocina,pilates,natacion
1859,68,mujer,castilla-la mancha,urbano,True,2,exterior,False,solo,True,tarde,club de lectura,juegos de mesa,juegos de mesa
1860,65,hombre,cataluña,urbano,False,2,exterior,True,grande,False,mañana,pilates,gimnasia,bailes
1861,66,hombre,castilla y leon,urbano,False,3,interior,True,pareja,False,tarde,petanca,excursiones,juegos de mesa
1862,64,mujer,madrid,urbano,False,3,interior,False,solo,False,tarde,natacion,excursiones,bailes
1863,59,hombre,castilla-la mancha,urbano,False,1,interior,True,grande,False,tarde,juegos de mesa,gimnasia,0
1864,71,hombre,madrid,rural,False,2,exterior,True,grande,False,mañana,club de lectura,juegos de mesa,cocina
1865,64,hombre,madrid,rural,False,1,interior,True,pareja,False,mañana,petanca,juegos de mesa,excursiones
1866,64,hombre,madrid,rural,True,3,exterior,True,grande,False,noche,pickleball,cocina,natacion
1867,60,mujer,castilla-la mancha,urbano,False,1,interior,False,solo,True,tarde,bailes,excursiones,bailes
1868,53,hombre,castilla-la mancha,rural,False,2,exterior,True,pareja,True,mañana,natacion,gimnasia,excursiones
1869,72,mujer,castilla-la mancha,rural,True,2,interior,False,solo,False,mañana,petanca,excursiones,natacion
1870,68,mujer,galicia,rural,False,1,interior,False,pequeño,False,tarde,natacion,excursiones,bailes
1871,70,mujer,castilla-la mancha,rural,True,1,exterior,True,grande,True,mañana,natacion,pilates,0
1872,54,mujer,madrid,rural,False,2,interior,True,pequeño,True,mañana,natacion,pilates,club de lectura
1873,62,mujer,andalucia,rural,False,3,exterior,True,pequeño,False,mañana,pilates,excursiones,juegos de mesa
1874,68,mujer,castilla-la mancha,rural,True,1,interior,False,grande,False,tarde,cocina,club de lectura,cocina
1875,71,hombre,galicia,urbano,False,2,interior,False,solo,False,tarde,natacion,juegos de mesa,0
1876,63,mujer,castilla-la mancha,urbano,False,2,exterior,False,grande,False,mañana,natacion,club de lectura,excursiones
1877,70,mujer,castilla-la mancha,rural,False,3,interior,True,grande,False,tarde,natacion,pilates,excursiones
1878,62,hombre,castilla-la mancha,urbano,False,2,exterior,False,pequeño,False,noche,club de lectura,pilates,juegos de mesa
1879,73,hombre,madrid,rural,False,1,exterior,True,grande,False,tarde,cocina,gimnasia,excursiones
1880,51,mujer,andalucia,rural,True,3,exterior,True,pareja,True,mañana,pilates,juegos de mesa,0
1881,72,mujer,andalucia,urbano,True,2,interior,True,pareja,False,tarde,bailes,excursiones,juegos de mesa
1882,54,mujer,castilla-la mancha,rural,False,2,interior,True,grande,True,mañana,bailes,cocina,juegos de mesa
1883,65,hombre,madrid,rural,False,2,exterior,False,solo,False,tarde,petanca,juegos de mesa,natacion
1884,62,mujer,extremadura,urbano,False,2,exterior,True,mediano,True,mañana,bailes,bailes,juegos de mesa
1885,68,hombre,aragon,urbano,False,2,interior,True,pareja,True,tarde,bailes,pilates,0
1886,68,mujer,castilla-la mancha,rural,False,1,interior,True,solo,False,mañana,natacion,pilates,excursiones
1887,64,mujer,cataluña,urbano,False,2,exterior,True,pequeño,False,mañana,bailes,cocina,gimnasia
1888,70,hombre,pais vasco,rural,True,2,exterior,True,mediano,True,mañana,gimnasia,gimnasia,natacion
1889,75,hombre,castilla-la mancha,urbano,True,2,interior,True,mediano,True,mañana,pilates,bailes,excursiones
1890,63,hombre,aragon,urbano,False,3,interior,False,solo,True,tarde,pilates,juegos de mesa,bailes
1891,73,hombre,castilla-la mancha,urbano,False,2,interior,False,pequeño,True,tarde,pilates,pilates,bailes
1892,68,mujer,andalucia,rural,True,2,exterior,False,pequeño,True,tarde,petanca,gimnasia,bailes
1893,64,mujer,madrid,rural,False,3,interior,False,pequeño,False,mañana,excursiones,gimnasia,bailes
1894,74,mujer,castilla-la mancha,urbano,False,3,interior,True,grande,True,tarde,pilates,juegos de mesa,cocina
1895,59,mujer,castilla-la mancha,urbano,False,1,interior,True,grande,True,mañana,natacion,cocina,excursiones
1896,59,hombre,valencia,urbano,True,1,interior,True,grande,True,tarde,club de lectura,bailes,juegos de mesa
1897,57,mujer,castilla-la mancha,urbano,False,1,interior,True,pareja,False,mañana,petanca,gimnasia,natacion
1898,75,hombre,andalucia,rural,False,2,exterior,False,pequeño,True,tarde,natacion,gimnasia,pilates
1899,59,mujer,madrid,rural,False,3,exterior,True,grande,False,mañana,natacion,juegos de mesa,0
1900,53,mujer,cataluña,rural,False,2,exterior,True,grande,True,mañana,natacion,pilates,pilates
1901,71,hombre,extremadura,rural,False,1,exterior,True,solo,True,mañana,cocina,excursiones,bailes
1902,66,mujer,castilla-la mancha,rural,False,3,exterior,False,pequeño,False,tarde,bailes,pickleball,natacion
1903,74,hombre,castilla y leon,rural,False,2,exterior,False,grande,False,tarde,pilates,club de lectura,juegos de mesa
1904,51,mujer,navarra,rural,False,1,interior,True,pequeño,True,mañana,natacion,gimnasia,bailes
1905,68,mujer,cataluña,rural,False,1,interior,True,mediano,True,mañana,club de lectura,gimnasia,0
1906,66,hombre,castilla-la mancha,rural,False,3,interior,True,pareja,False,mañana,petanca,excursiones,juegos de mesa
1907,71,mujer,andalucia,rural,False,1,interior,False,grande,True,tarde,bailes,club de lectura,excursiones
1908,48,mujer,castilla-la mancha,rural,False,2,interior,True,pequeño,False,mañana,club de lectura,bailes,excursiones
1909,52,mujer,castilla-la mancha,urbano,False,2,interior,False,pequeño,True,mañana,natacion,juegos de mesa,cocina
1910,67,mujer,extremadura,rural,False,2,exterior,False,solo,True,mañana,club de lectura,juegos de mesa,juegos de mesa
1911,73,mujer,extremadura,rural,False,3,interior,False,grande,True,mañana,cocina,gimnasia,0
1912,54,mujer,extremadura,urbano,True,1,exterior,False,mediano,True,mañana,cocina,gimnasia,pilates
1913,63,hombre,madrid,rural,False,2,interior,True,pequeño,True,mañana,gimnasia,pickleball,pilates
1914,54,hombre,castilla-la mancha,urbano,False,2,interior,True,pequeño,True,mañana,natacion,pilates,0
1915,64,hombre,extremadura,rural,False,2,exterior,False,grande,True,tarde,gimnasia,cocina,juegos de mesa
1916,73,hombre,cataluña,rural,True,3,exterior,False,pequeño,False,noche,club de lectura,juegos de mesa,juegos de mesa
1917,65,mujer,castilla-la mancha,urbano,False,2,exterior,False,pareja,True,mañana,juegos de mesa,pilates,bailes
1918,65,hombre,extremadura,rural,False,2,interior,True,pequeño,True,tarde,juegos de mesa,excursiones,0
1919,64,mujer,extremadura,rural,False,1,exterior,True,grande,False,tarde,excursiones,petanca,juegos de mesa
1920,81,hombre,castilla-la mancha,urbano,False,2,exterior,True,pareja,False,mañana,club de lectura,excursiones,0
1921,56,hombre,madrid,urbano,False,3,exterior,False,grande,False,tarde,gimnasia,club de lectura,excursiones
1922,68,mujer,madrid,rural,True,2,exterior,True,grande,True,tarde,bailes,juegos de mesa,pilates
1923,65,hombre,valencia,urbano,False,2,exterior,True,pequeño,False,tarde,natacion,juegos de mesa,0
1924,76,hombre,galicia,rural,False,2,exterior,False,pequeño,True,tarde,cocina,club de lectura,cocina
